Force,Position,date
489.59916666666663,115.70962500000002,Mon Jul 14 2014 07:24:00 GMT-0400 (EDT)
590.7564583333334,196.95654166666665,Tue Jul 15 2014 07:24:00 GMT-0400 (EDT)
658.6864166666668,268.43275,Wed Jul 16 2014 07:24:00 GMT-0400 (EDT)
635.3132083333336,308.84200000000004,Thu Jul 17 2014 07:24:00 GMT-0400 (EDT)
601.3800833333332,351.9454166666667,Fri Jul 18 2014 07:24:00 GMT-0400 (EDT)
469.908375,346.86941666666667,Sat Jul 19 2014 07:24:00 GMT-0400 (EDT)
304.4347916666667,278.24,Sun Jul 20 2014 07:24:00 GMT-0400 (EDT)
410.4844166666665,325.5999166666666,Mon Jul 21 2014 07:24:00 GMT-0400 (EDT)
404.7170833333333,258.96774999999997,Tue Jul 22 2014 07:24:00 GMT-0400 (EDT)
502.5339583333334,277.91916666666674,Wed Jul 23 2014 07:24:00 GMT-0400 (EDT)
331.72070833333333,163.70916666666668,Thu Jul 24 2014 07:24:00 GMT-0400 (EDT)
306.9074166666666,144.4034166666667,Fri Jul 25 2014 07:24:00 GMT-0400 (EDT)
247.57858333333334,124.52070833333335,Sat Jul 26 2014 07:24:00 GMT-0400 (EDT)
142.99237499999998,98.41116666666669,Sun Jul 27 2014 07:24:00 GMT-0400 (EDT)
62.688791666666674,91.755,Mon Jul 28 2014 07:24:00 GMT-0400 (EDT)
21.35641666666667,118.25937499999998,Tue Jul 29 2014 07:24:00 GMT-0400 (EDT)
37.446708333333326,131.47258333333332,Wed Jul 30 2014 07:24:00 GMT-0400 (EDT)
141.78854166666667,200.72795833333328,Thu Jul 31 2014 07:24:00 GMT-0400 (EDT)
198.8295416666667,185.96545833333334,Fri Aug 01 2014 07:24:00 GMT-0400 (EDT)
0,0,Sat Aug 02 2014 07:24:00 GMT-0400 (EDT)
192.96937499999999,145.4055416666667,Sun Aug 03 2014 07:24:00 GMT-0400 (EDT)
605.6690000000001,454.1046666666667,Mon Aug 04 2014 07:24:00 GMT-0400 (EDT)
210.54375000000002,173.02320833333337,Tue Aug 05 2014 07:24:00 GMT-0400 (EDT)
0,0,Wed Aug 06 2014 07:24:00 GMT-0400 (EDT)
458.28900000000004,526.5469583333335,Thu Aug 07 2014 07:24:00 GMT-0400 (EDT)
406.8930833333333,525.783,Fri Aug 08 2014 07:24:00 GMT-0400 (EDT)
437.24824999999987,501.6270416666666,Sat Aug 09 2014 07:24:00 GMT-0400 (EDT)
425.32383333333337,446.6532916666667,Sun Aug 10 2014 07:24:00 GMT-0400 (EDT)
604.3542083333333,604.5437499999998,Mon Aug 11 2014 07:24:00 GMT-0400 (EDT)
488.86883333333344,533.1850416666666,Tue Aug 12 2014 07:24:00 GMT-0400 (EDT)
