Force,Position,date
503.49000000000007,381.19300000000004,Thu Jul 17 2014 17:24:00 GMT-0400 (EDT)
0,0,Thu Jul 17 2014 18:24:00 GMT-0400 (EDT)
210.96999999999997,160.195,Thu Jul 17 2014 19:24:00 GMT-0400 (EDT)
533.0360000000001,382.22999999999996,Thu Jul 17 2014 20:24:00 GMT-0400 (EDT)
223.43099999999998,166.429,Thu Jul 17 2014 21:24:00 GMT-0400 (EDT)
0,0,Thu Jul 17 2014 22:24:00 GMT-0400 (EDT)
210.54699999999997,162.70700000000002,Thu Jul 17 2014 23:24:00 GMT-0400 (EDT)
62.133,54.519000000000005,Fri Jul 18 2014 00:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 01:24:00 GMT-0400 (EDT)
220.54299999999998,168.531,Fri Jul 18 2014 02:24:00 GMT-0400 (EDT)
518.1569999999999,397.682,Fri Jul 18 2014 03:24:00 GMT-0400 (EDT)
470.712,335.168,Fri Jul 18 2014 04:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 05:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 06:24:00 GMT-0400 (EDT)
72.699,50.702,Fri Jul 18 2014 07:24:00 GMT-0400 (EDT)
66.216,60.914,Fri Jul 18 2014 08:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 09:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 10:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 11:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 12:24:00 GMT-0400 (EDT)
67.45,56.097,Fri Jul 18 2014 13:24:00 GMT-0400 (EDT)
384.404,299.335,Fri Jul 18 2014 14:24:00 GMT-0400 (EDT)
474.48699999999997,362.188,Fri Jul 18 2014 15:24:00 GMT-0400 (EDT)
646.5,462.425,Fri Jul 18 2014 16:24:00 GMT-0400 (EDT)
138.98600000000002,122.85900000000001,Fri Jul 18 2014 17:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 18:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 19:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 20:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 21:24:00 GMT-0400 (EDT)
0,0,Fri Jul 18 2014 22:24:00 GMT-0400 (EDT)
454.889,363.84,Fri Jul 18 2014 23:24:00 GMT-0400 (EDT)
285.841,243.90899999999996,Sat Jul 19 2014 00:24:00 GMT-0400 (EDT)
0,0,Sat Jul 19 2014 01:24:00 GMT-0400 (EDT)
0,0,Sat Jul 19 2014 02:24:00 GMT-0400 (EDT)
81.77000000000001,61.620000000000005,Sat Jul 19 2014 03:24:00 GMT-0400 (EDT)
278.826,237.046,Sat Jul 19 2014 04:24:00 GMT-0400 (EDT)
290.84,238.388,Sat Jul 19 2014 05:24:00 GMT-0400 (EDT)
207.77800000000002,183.803,Sat Jul 19 2014 06:24:00 GMT-0400 (EDT)
386.50800000000004,298.514,Sat Jul 19 2014 07:24:00 GMT-0400 (EDT)
754.499,596.22,Sat Jul 19 2014 08:24:00 GMT-0400 (EDT)
611.607,483.64799999999997,Sat Jul 19 2014 09:24:00 GMT-0400 (EDT)
63.35,62.851,Sat Jul 19 2014 10:24:00 GMT-0400 (EDT)
134.237,115.75500000000002,Sat Jul 19 2014 11:24:00 GMT-0400 (EDT)
746.7130000000001,621.4730000000002,Sat Jul 19 2014 12:24:00 GMT-0400 (EDT)
599.207,491.49800000000005,Sat Jul 19 2014 13:24:00 GMT-0400 (EDT)
0,0,Sat Jul 19 2014 14:24:00 GMT-0400 (EDT)
631.9570000000001,544.39,Sat Jul 19 2014 15:24:00 GMT-0400 (EDT)
370.081,302.01,Sat Jul 19 2014 16:24:00 GMT-0400 (EDT)
354.90000000000003,306.721,Sat Jul 19 2014 17:24:00 GMT-0400 (EDT)
0,0,Sat Jul 19 2014 18:24:00 GMT-0400 (EDT)
0,0,Sat Jul 19 2014 19:24:00 GMT-0400 (EDT)
277.906,240.45700000000002,Sat Jul 19 2014 20:24:00 GMT-0400 (EDT)
709.641,618.1290000000001,Sat Jul 19 2014 21:24:00 GMT-0400 (EDT)
337.664,314.58299999999997,Sat Jul 19 2014 22:24:00 GMT-0400 (EDT)
59.666,66.245,Sat Jul 19 2014 23:24:00 GMT-0400 (EDT)
199.699,185.30700000000002,Sun Jul 20 2014 00:24:00 GMT-0400 (EDT)
0,0,Sun Jul 20 2014 01:24:00 GMT-0400 (EDT)
381.0859999999999,365.529,Sun Jul 20 2014 02:24:00 GMT-0400 (EDT)
475.73499999999996,427.6529999999999,Sun Jul 20 2014 03:24:00 GMT-0400 (EDT)
259.669,245.454,Sun Jul 20 2014 04:24:00 GMT-0400 (EDT)
0,0,Sun Jul 20 2014 05:24:00 GMT-0400 (EDT)
0,0,Sun Jul 20 2014 06:24:00 GMT-0400 (EDT)
198.89399999999998,182.538,Sun Jul 20 2014 07:24:00 GMT-0400 (EDT)
0,0,Sun Jul 20 2014 08:24:00 GMT-0400 (EDT)
56.96,65.899,Sun Jul 20 2014 09:24:00 GMT-0400 (EDT)
54.794000000000004,63.238,Sun Jul 20 2014 10:24:00 GMT-0400 (EDT)
0,0,Sun Jul 20 2014 11:24:00 GMT-0400 (EDT)
54.686,53.467999999999996,Sun Jul 20 2014 12:24:00 GMT-0400 (EDT)
71.00399999999999,56.048,Sun Jul 20 2014 13:24:00 GMT-0400 (EDT)
677.0809999999999,599.187,Sun Jul 20 2014 14:24:00 GMT-0400 (EDT)
673.4269999999999,603.2,Sun Jul 20 2014 15:24:00 GMT-0400 (EDT)
230.31,235.43199999999996,Sun Jul 20 2014 16:24:00 GMT-0400 (EDT)
225.48700000000002,240.994,Sun Jul 20 2014 17:24:00 GMT-0400 (EDT)
253.42200000000003,234.83200000000002,Sun Jul 20 2014 18:24:00 GMT-0400 (EDT)
95.92699999999999,117.84099999999998,Sun Jul 20 2014 19:24:00 GMT-0400 (EDT)
0,0,Sun Jul 20 2014 20:24:00 GMT-0400 (EDT)
105.005,113.70899999999999,Sun Jul 20 2014 21:24:00 GMT-0400 (EDT)
231.767,236.07600000000002,Sun Jul 20 2014 22:24:00 GMT-0400 (EDT)
45.501999999999995,60.75599999999999,Sun Jul 20 2014 23:24:00 GMT-0400 (EDT)
188.90900000000002,176.09,Mon Jul 21 2014 00:24:00 GMT-0400 (EDT)
